rxn_id,source_id,rxn_type,temperature_degC,time_h,atmosphere,scale_mol,concentration_moll,stmat_1_smiles,stmat_1_eq,reagent_1_smiles,reagent_1_eq,reagent_2_smiles,reagent_2_eq,reagent_3_smiles,reagent_3_eq,reagent_4_smiles,reagent_4_eq,catalyst_1_smiles,catalyst_1_eq,catalyst_2_smiles,catalyst_2_eq,ligand_1_smiles,ligand_1_eq,ligand_2_smiles,ligand_2_eq,additive_1_smiles,additive_1_eq,solvent_1_smiles,solvent_1_fraction,solvent_2_smiles,solvent_2_fraction,product_1_smiles,product_1_yield,product_1_yieldtype,product_2_smiles,product_2_yield,product_2_yieldtype
39,10.1039/c7ob01192j,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,CC(Br)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(N3C=CC=N3)=CC=C2)O1,0.64,,,,
40,10.1039/c7ob01192j,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,CC(Br)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(N3C=CC=N3)=CC=C2)O1,0.45,,,,
41,10.1039/c7ob01192j,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,CC(Br)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=C3)=CC=C2OC)O1,0.76,,,,
42,10.1039/c7ob01192j,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,CC(Br)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=C3)=CC=C2OC)O1,0.58,,,,
43,10.1039/c7ob01192j,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,CC(Br)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.69,,,,
44,10.1039/c7ob01192j,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,CC(Br)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.55,,,,
45,10.1039/c7ob01192j,,,,,,,O=C(C(C=C1)=CC=C1C2=NC=CC=C2)OCC,,,CC(Br)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,O=C(OCC)C1=CC=C(C2=NC=CC=C2)C=C1B3OC(C)(C)C(C)(C)O3,0.3,,,,
46,10.1039/c7ob01192j,,,,,,,CC1=NC(C2=CC=CC=C2)=NC=C1,,,CC(Br)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC(C)=N3)=CC=C2)O1,0.66,,,,
47,10.1039/c7ob01192j,,,,,,,CC1=NC(C2=CC=CC=C2)=NC=C1,,,CC(Br)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC(C)=N3)=CC=C2)O1,0.37,,,,
48,10.1039/c7ob01192j,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,CC(Br)C(OC(C)(C)C)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.41,,,,
49,10.1039/c7ob01192j,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,CC(Br)C(C1=CC=CC=C1)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.41,,,,
50,10.1039/c7ob01192j,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,BrC(C(OCC)=O)CC1=CC=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.45,,,,
51,10.1039/c7ob01192j,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,ClCC(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=C3)=CC=C2OC)O1,0.57,,,,
52,10.1039/c7ob01192j,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ClCC(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.76,,,,
53,10.1039/c7ob01192j,,,,,,,O=C(C(C=C1)=CC=C1C2=NC=CC=C2)OCC,,,ClCC(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,O=C(OCC)C1=CC=C(C2=NC=CC=C2)C=C1B3OC(C)(C)C(C)(C)O3,0.41,,,,
54,10.1039/c7ob01192j,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,ICC(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=C3)=CC=C2OC)O1,0.41,,,,
55,10.1039/c7ob01192j,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ICC(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.3,,,,
56,10.1039/c7ob01192j,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,ClCC(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(N3C=CC=N3)=CC=C2)O1,0.65,,,,
57,10.1039/c7ob01192j,,,,,,,CC1=NC(C2=CC=CC=C2)=NC=C1,,,ClCC(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC(C)=N3)=CC=C2)O1,0.52,,,,
58,10.1039/c7ob01192j,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,ClC(C)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=C3)=CC=C2OC)O1,0.97,,,,
59,10.1039/c7ob01192j,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ClC(C)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.94,,,,
60,10.1039/c7ob01192j,,,,,,,O=C(C(C=C1)=CC=C1C2=NC=CC=C2)OCC,,,ClC(C)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,O=C(OCC)C1=CC=C(C2=NC=CC=C2)C=C1B3OC(C)(C)C(C)(C)O3,0.96,,,,
61,10.1039/c7ob01192j,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,ClC(C)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(N3C=CC=N3)=CC=C2)O1,0.94,,,,
62,10.1039/c7ob01192j,,,,,,,CC1=NC(C2=CC=CC=C2)=NC=C1,,,ClC(C)C(OCC)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.96,,,,
63,10.1002/anie.202007144 ,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,BrC1CCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC1=CC=CC=C1C,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.51,,,,
64,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC1=CC=CC=C1C,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.5,,,,
65,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.72,,,,
66,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC1=CC=CC=C1C,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.5,,,,
67,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.28,,,,
68,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCC1,,,,,,,FB(F)F.FB(F)F.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.[Ru+2].[F-].[F-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.68,,,,
69,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCC1,,,,,,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.[Ru+2],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.72,,,,
70,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCC1,,,,,,,F[Sb](F)(F)(F)F.F[Sb](F)(F)(F)F.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.[Ru+2].[F-].[F-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.72,,,,
71,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCC1,,,,,,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.N#CC.N#CC.N#CC.N#CC.N#CC.N#CC.[Ru+2],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.77,,,,
72,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,ClC1CCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.43,,,,
73,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,IC1CCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.6,,,,
74,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.71,,,,
75,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC(N3C=CC=N3)=CC=C2)O1,0.49,,,,
76,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.72,,,,
77,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC(N3C=CC=N3)=CC=C2)O1,0.58,,,,
78,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,BrC1CCCCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC(N3C=CC=N3)=CC=C2)O1,0.66,,,,
79,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,Br[C@H]1[C@@H]2CC[C@H](C1)C2,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2N3C=CC=N3)O1,0.56,,,,
80,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,CC(Br)CC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC(N3C=CC=N3)=CC=C2)O1,0.39,,,,
81,10.1002/anie.202007144 ,,,,,,,N1(C2=CC=CC=C2)C=CC=N1,,,CC(Br)CCC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC(N3C=CC=N3)=CC=C2)O1,0.42,,,,
